1 0.001 4.513099963e-15  7.015492787e-15 
0.9996 0.0012 9.350159536e-15  1.451719604e-14 
0.99936 0.00144 1.939990052e-14  3.009143499e-14 
0.998784 0.001728 4.026488344e-14  6.234270912e-14 
0.9994752 0.0020736 8.349538509e-14  1.293941625e-13 
0.99781632 0.00248832 1.733792688e-13  2.67510352e-13 
0.997318656 0.002985984 3.598480563e-13  5.541078122e-13 
0.9997074432 0.0035831808 7.457833721e-13  1.15315613e-12 
0.9975575347 0.00429981696 1.549681173e-12  2.381795499e-12 
0.9958376079 0.005159780352 3.219878574e-12  4.922539373e-12 
0.996869564 0.006191736422 6.68190362e-12  1.021910817e-11 
0.9956312167 0.007430083707 1.388639285e-11  2.113254135e-11 
0.9986032502 0.008916100448 2.880453265e-11  4.400124205e-11 
0.99503681 0.01069932054 5.997432238e-11  9.06132232e-11 
0.9886172177 0.01283918465 1.250875062e-10  1.85663444e-10 
0.9860493808 0.01540702157 2.605123919e-10  3.827692936e-10 
0.998374998 0.01848842589 5.390828422e-10  8.089296315e-10 
0.998374998 0.02218611107 1.123003934e-09  1.673941502e-09 
0.9850633314 0.02662333328 2.355525625e-09  3.385222251e-09 
0.990387998 0.03194799994 4.904539981e-09  7.061874029e-09 
0.996777598 0.03833759992 1.021992132e-08  1.474880224e-08 
0.9661075181 0.04600511991 2.162400039e-08  2.886052798e-08 
0.99371059 0.05520614389 4.488402833e-08  6.246162214e-08 
0.99371059 0.06624737267 9.425804458e-08  1.286568741e-07 
0.9539621664 0.0794968472 2.003918155e-07  2.462507247e-07 
0.9539621664 0.09539621664 4.222498414e-07  5.050611699e-07 
