1 2.18098109017184e-19
2 1.29020058525775e-19
3 -2.72134745293862e-21
4 2.33201045279907e-19
5 6.01406945077709e-20
6 2.10768902331182e-20
7 -2.40259201422788e-20
8 -9.63346452780077e-21
9 1.02728155843002e-20
10 -6.68952740423556e-21
11 -3.5453411040276e-21
12 -8.95550994473027e-21
13 6.21031004399697e-20
14 -3.07344210845328e-20
15 -1.72333935316571e-20
16 -3.07940522040195e-20
17 1.36067372646931e-20
18 1.71466573578583e-20
19 1.67726076083508e-20
20 -1.89342356897437e-20
21 -6.89552581700781e-21
22 -3.04769230685675e-20
23 -5.52943107967607e-22
24 -7.32920668600201e-21
25 2.14238349283136e-20
26 -4.10641572828885e-21
27 1.89735380184963e-22
28 5.97937498125756e-21
29 2.42996811908314e-21
30 8.68445940160889e-21
31 -3.34178214614345e-20
32 4.53014396015281e-21
33 -8.26704156520197e-21
34 6.50250252948181e-21
35 6.73831650199741e-21
36 5.42643187328995e-21
37 -1.15047403027868e-20
38 4.56449114616397e-21
39 3.43163540118818e-20
40 -2.59327607131377e-21
41 4.11739327528526e-20
42 4.86042328211094e-21
43 1.05980762360458e-20
44 -1.77876918923403e-20
45 -5.24482800939863e-21
46 -5.64056180235584e-21
47 1.94207714146466e-21
48 -6.63531729561129e-21
49 3.23363297943802e-21
