10000000 9.9999994951360804407e-08 1.0000096684059656127e-07
20000000 4.9999998807948031754e-08 5.0001767837315469478e-08
30000000 3.3333332760676626094e-08 3.3360933793247227186e-08
40000000 2.4999999626018620802e-08 2.5032791839407764201e-08
50000000 1.9999999878450580582e-08 2.0049362170482254442e-08
60000000 1.666666649136061551e-08 1.6764399202173763115e-08
70000000 1.4285714167172613998e-08 1.4543953152923450034e-08
80000000 1.2499999924031612863e-08 1.2323507103673136953e-08
90000000 1.1111111142270146956e-08 1.0103061054422823872e-08
100000000 9.9999999392252902908e-09 9.0136513808403151415e-09
110000000 9.0909091365887206848e-09 9.0136513808403151415e-09
120000000 8.3333333567026102173e-09 9.0136513808403151415e-09
130000000 7.6923076797186240583e-09 9.0136513808403151415e-09
140000000 7.1428571946086094613e-09 9.0136513808403151415e-09
150000000 6.6666665521353252188e-09 9.0136513808403151415e-09
160000000 6.2500000730381088943e-09 9.0136513808403151415e-09
170000000 5.8823528270579572563e-09 9.0136513808403151415e-09
180000000 5.5555555711350734782e-09 9.0136513808403151415e-09
190000000 5.2631579094963854004e-09 9.0136513808403151415e-09
200000000 4.9999999696126451454e-09 9.0136513808403151415e-09
