2270.906107 0 0 0 0 
701.092602 177.8214336 0 0 0 
187.9280818 16.87324174 6.14336229 0 0 
47.88122752 1.198942756 0.1539894897 0.05892008021 0 
12.02845813 0.07753500574 0.002774489074 0.0003742509687 0.0001446594814 
3.010780639 0.004888140787 4.501645662e-05 1.691494429e-06 2.30476883e-07 
0.7529247907 0.0003061745572 7.101418559e-07 6.867018509e-09 2.606365124e-10 
0.1882455574 1.914633729e-05 1.112263104e-08 2.708777647e-11 2.645661468e-13 
0.04706228696 1.196809108e-06 1.738954536e-10 1.060262989e-13 2.220446049e-16 
0.01176562784 7.480311681e-08 2.717381875e-12 3.330669074e-16 0 
0.002941410467 4.675234311e-09 4.207745263e-14 3.330669074e-16 3.330669074e-16 
0.0007353528359 2.922028175e-10 6.661338148e-16 0 0 
0.0001838382227 1.826283569e-11 2.220446049e-16 2.220446049e-16 2.220446049e-16 
